timestamp,user_id,username,department,resource_id,resource_name,resource_type,action,is_successful,is_anomaly,is_admin
2025-04-28 15:22:52.093320,46,rvalencia,Engineering,62,database-factor-284,Database,Update,True,False,
2025-04-28 17:34:52.093320,45,martinezalyssa,Finance,75,vm-sport-20,VM,Update,True,False,
2025-04-28 15:44:52.093320,25,marshallkyle,Marketing,1,functions-particular-583,Functions,Read,True,False,
2025-04-28 09:31:52.093320,7,owenskimberly,Engineering,22,vm-face-176,VM,Create,True,False,
2025-04-28 13:03:52.093320,19,karensavage,IT,1,functions-particular-583,Functions,Read,True,False,
2025-04-28 13:40:52.093320,45,martinezalyssa,Finance,26,functions-finally-191,Functions,Update,True,False,
2025-04-28 09:07:52.093320,19,karensavage,IT,70,functions-site-259,Functions,Read,True,False,
2025-04-28 13:30:52.093320,43,rosejessica,Marketing,16,functions-stock-550,Functions,Delete,True,False,
2025-04-28 16:07:52.093320,6,brivera,Sales,3,storage-officer-499,Storage,Read,True,False,
2025-04-28 14:16:52.093320,38,johnproctor,Marketing,70,functions-site-259,Functions,Delete,True,False,
2025-04-28 10:04:52.093320,23,garrettchristine,Marketing,70,functions-site-259,Functions,Update,True,False,
2025-04-28 16:27:52.093320,40,amyterry,Marketing,91,functions-institution-261,Functions,Read,True,False,
2025-04-28 09:09:52.093320,42,maldonadojohn,Marketing,10,appservice-foreign-821,AppService,Read,True,False,
2025-04-28 12:55:52.093320,36,qthomas,Sales,42,storage-measure-758,Storage,Delete,True,False,
2025-04-28 12:08:52.093320,22,joshuagarrison,Engineering,92,functions-process-289,Functions,Delete,True,False,
2025-04-28 11:25:52.093320,42,maldonadojohn,Marketing,55,appservice-military-199,AppService,Delete,True,False,
2025-04-28 21:13:52.093320,34,mayoderrick,Sales,63,vm-traditional-417,VM,Create,True,False,
2025-04-28 12:33:52.093320,47,brownsteven,Engineering,21,storage-design-630,Storage,Update,True,False,
2025-04-28 10:43:52.093320,38,johnproctor,Marketing,13,database-meeting-438,Database,Create,True,False,
2025-04-28 15:32:52.093320,6,brivera,Sales,35,functions-project-884,Functions,Read,True,False,
2025-04-28 01:25:52.093320,10,xswanson,Engineering,63,vm-traditional-417,VM,Update,True,False,
2025-04-28 10:33:52.093320,14,sandrawright,Finance,83,storage-give-421,Storage,Delete,False,False,
2025-04-28 17:45:52.093320,8,emily25,IT,13,database-meeting-438,Database,Update,True,False,
2025-04-28 17:03:52.093320,48,kgordon,Engineering,59,database-model-12,Database,Delete,True,False,
2025-04-28 09:55:52.093320,17,emolina,Marketing,12,vm-like-137,VM,Read,True,False,
2025-04-28 08:38:52.093320,17,emolina,Marketing,8,database-wonder-917,Database,Update,True,False,
2025-04-28 09:35:52.093320,41,sandrawatkins,Marketing,90,storage-north-682,Storage,Update,True,False,
2025-04-28 11:44:52.093320,46,rvalencia,Engineering,14,appservice-establish-158,AppService,Create,True,False,
2025-04-28 20:58:52.093320,42,maldonadojohn,Marketing,43,functions-employee-459,Functions,Update,True,False,
2025-04-28 15:01:52.093320,49,alexanderdaugherty,IT,20,storage-they-816,Storage,Update,True,False,
2025-04-28 10:43:52.093320,34,mayoderrick,Sales,69,appservice-seven-327,AppService,Create,False,False,
2025-04-28 13:40:52.093320,19,karensavage,IT,51,appservice-economic-209,AppService,Delete,True,False,
2025-04-28 12:25:52.093320,13,amysandoval,Finance,90,storage-north-682,Storage,Create,True,False,
2025-04-28 18:03:52.093320,38,johnproctor,Marketing,61,functions-per-602,Functions,Update,True,False,
2025-04-28 10:50:52.093320,45,martinezalyssa,Finance,39,functions-center-548,Functions,Read,True,False,
2025-04-28 11:34:52.093320,4,stephencruz,Marketing,94,storage-work-59,Storage,Create,True,False,
2025-04-28 16:30:52.093320,7,owenskimberly,Engineering,55,appservice-military-199,AppService,Delete,True,False,
2025-04-28 09:24:52.093320,32,rodrigueznatalie,Sales,76,appservice-surface-710,AppService,Update,True,False,
2025-04-28 16:58:52.093320,37,robertmaxwell,IT,93,functions-mother-995,Functions,Create,True,False,
2025-04-28 17:36:52.093320,0,conniegreer,IT,41,storage-from-896,Storage,Delete,True,False,
2025-04-28 10:19:52.093320,48,kgordon,Engineering,54,vm-behavior-399,VM,Read,True,False,
2025-04-28 11:43:52.093320,43,rosejessica,Marketing,45,database-so-93,Database,Read,True,False,
2025-04-28 09:50:52.093320,43,rosejessica,Marketing,98,functions-thought-390,Functions,Read,True,False,
2025-04-28 14:25:52.093320,28,claytonmercer,IT,31,vm-star-138,VM,Update,True,False,
2025-04-28 17:29:52.093320,42,maldonadojohn,Marketing,34,appservice-yet-402,AppService,Create,True,False,
2025-04-28 14:25:52.093320,46,rvalencia,Engineering,64,database-represent-767,Database,Read,True,False,
2025-04-28 13:09:52.093320,0,conniegreer,IT,80,vm-figure-753,VM,Read,True,False,
2025-04-28 11:37:52.093320,27,josephspears,Marketing,96,storage-change-199,Storage,Read,True,False,
2025-04-28 11:37:52.093320,0,conniegreer,IT,29,vm-person-678,VM,Update,True,False,
2025-04-28 12:26:52.093320,17,emolina,Marketing,72,appservice-stage-182,AppService,Update,True,False,
2025-04-28 13:39:52.093320,32,rodrigueznatalie,Sales,76,appservice-surface-710,AppService,Delete,True,False,
2025-04-28 12:13:52.093320,27,josephspears,Marketing,19,storage-yeah-751,Storage,Read,True,False,
2025-04-28 10:10:52.093320,28,claytonmercer,IT,7,appservice-wonder-227,AppService,Read,True,False,
2025-04-28 10:33:52.093320,1,slawrence,Sales,23,functions-PM-360,Functions,Update,True,False,
2025-04-28 09:56:52.093320,41,sandrawatkins,Marketing,41,storage-from-896,Storage,Read,True,False,
2025-04-28 09:13:52.093320,46,rvalencia,Engineering,51,appservice-economic-209,AppService,Update,True,False,
2025-04-28 10:36:52.093320,10,xswanson,Engineering,98,functions-thought-390,Functions,Read,True,False,
2025-04-28 11:01:52.093320,38,johnproctor,Marketing,57,vm-above-244,VM,Update,True,False,
2025-04-28 12:22:52.093320,38,johnproctor,Marketing,29,vm-person-678,VM,Delete,True,False,
2025-04-28 12:34:52.093320,38,johnproctor,Marketing,26,functions-finally-191,Functions,Create,True,False,
2025-04-28 09:22:52.093320,16,kennedysamantha,IT,46,storage-owner-71,Storage,Create,True,False,
2025-04-28 16:17:52.093320,12,zmendoza,Marketing,72,appservice-stage-182,AppService,Update,True,False,
2025-04-28 22:13:52.093320,6,brivera,Sales,88,storage-direction-172,Storage,Update,True,False,
2025-04-28 09:32:52.093320,24,shortmelissa,Marketing,19,storage-yeah-751,Storage,Update,True,False,
2025-04-28 11:04:52.093320,36,qthomas,Sales,74,storage-cause-30,Storage,Delete,True,False,
2025-04-28 00:55:52.093320,1,slawrence,Sales,14,appservice-establish-158,AppService,Update,True,False,
2025-04-28 12:53:52.093320,16,kennedysamantha,IT,19,storage-yeah-751,Storage,Create,True,False,
2025-04-28 02:51:52.093320,31,merrittjoseph,Marketing,8,database-wonder-917,Database,Read,True,False,
2025-04-28 09:02:52.093320,22,joshuagarrison,Engineering,34,appservice-yet-402,AppService,Delete,True,False,
2025-04-28 12:33:52.093320,11,emilysnyder,Engineering,37,functions-two-378,Functions,Read,True,False,
2025-04-28 11:50:52.093320,18,briannafox,Engineering,60,appservice-another-267,AppService,Create,True,False,
2025-04-28 10:26:52.093320,12,zmendoza,Marketing,16,functions-stock-550,Functions,Read,True,False,
2025-04-28 09:55:52.093320,33,taylorwhite,Finance,67,functions-drive-59,Functions,Update,True,False,
2025-04-28 10:47:52.093320,46,rvalencia,Engineering,12,vm-like-137,VM,Read,True,False,
2025-04-28 09:10:52.093320,37,robertmaxwell,IT,57,vm-above-244,VM,Create,True,False,
2025-04-28 03:35:52.093320,0,conniegreer,IT,93,functions-mother-995,Functions,Create,True,False,
2025-04-28 18:13:52.093320,32,rodrigueznatalie,Sales,15,database-environmental-36,Database,Read,True,False,
2025-04-28 12:27:52.093320,11,emilysnyder,Engineering,22,vm-face-176,VM,Update,True,False,
2025-04-28 15:00:52.093320,1,slawrence,Sales,8,database-wonder-917,Database,Update,True,False,
2025-04-28 09:49:52.093320,9,brandon27,Engineering,24,vm-charge-568,VM,Delete,True,False,
2025-04-28 13:17:52.093320,19,karensavage,IT,4,functions-of-137,Functions,Update,True,False,
2025-04-28 16:33:52.093320,3,carrie28,Engineering,59,database-model-12,Database,Delete,True,False,
2025-04-28 17:32:52.093320,43,rosejessica,Marketing,36,storage-large-638,Storage,Update,True,False,
2025-04-28 12:01:52.093320,7,owenskimberly,Engineering,10,appservice-foreign-821,AppService,Read,True,False,
2025-04-28 15:18:52.093320,19,karensavage,IT,46,storage-owner-71,Storage,Create,True,False,
2025-04-28 09:19:52.093320,13,amysandoval,Finance,34,appservice-yet-402,AppService,Read,True,False,
2025-04-28 09:50:52.093320,4,stephencruz,Marketing,60,appservice-another-267,AppService,Create,True,False,
2025-04-28 11:35:52.093320,41,sandrawatkins,Marketing,15,database-environmental-36,Database,Create,True,False,
2025-04-28 10:36:52.093320,23,garrettchristine,Marketing,14,appservice-establish-158,AppService,Create,True,False,
2025-04-28 10:19:52.093320,4,stephencruz,Marketing,40,functions-month-481,Functions,Read,True,False,
2025-04-28 10:27:52.093320,39,znorton,Finance,18,functions-money-576,Functions,Create,True,False,
2025-04-28 12:15:52.093320,20,williamwoods,IT,44,appservice-major-808,AppService,Delete,True,False,
2025-04-28 14:09:52.093320,14,sandrawright,Finance,96,storage-change-199,Storage,Update,True,False,
2025-04-28 16:42:52.093320,18,briannafox,Engineering,98,functions-thought-390,Functions,Create,True,False,
2025-04-28 10:17:52.093320,28,claytonmercer,IT,73,vm-billion-858,VM,Create,True,False,
2025-04-28 13:16:52.093320,9,brandon27,Engineering,98,functions-thought-390,Functions,Update,True,False,
2025-04-28 17:17:52.093320,27,josephspears,Marketing,8,database-wonder-917,Database,Delete,True,False,
2025-04-28 10:05:52.093320,46,rvalencia,Engineering,20,storage-they-816,Storage,Read,True,False,
2025-04-28 14:08:52.093320,21,richard80,Sales,17,appservice-forget-876,AppService,Create,True,False,
2025-04-28 09:19:52.093320,16,kennedysamantha,IT,82,functions-organization-844,Functions,Create,True,False,
2025-04-28 16:17:52.093320,32,rodrigueznatalie,Sales,57,vm-above-244,VM,Create,True,False,
2025-04-28 11:59:52.093320,30,ydennis,Engineering,12,vm-like-137,VM,Delete,True,False,
2025-04-28 16:00:52.093320,44,nicholasbartlett,Finance,95,database-ten-199,Database,Read,True,False,
2025-04-28 05:25:52.093320,17,emolina,Marketing,88,storage-direction-172,Storage,Delete,True,False,
2025-04-28 16:01:52.093320,10,xswanson,Engineering,10,appservice-foreign-821,AppService,Update,True,False,
2025-04-28 14:33:52.093320,2,jamiecarr,Sales,65,appservice-even-545,AppService,Create,True,False,
2025-04-28 11:44:52.093320,49,alexanderdaugherty,IT,95,database-ten-199,Database,Create,True,False,
2025-04-28 05:35:52.093320,23,garrettchristine,Marketing,29,vm-person-678,VM,Delete,True,False,
2025-04-28 20:55:52.093320,4,stephencruz,Marketing,10,appservice-foreign-821,AppService,Create,True,False,
2025-04-29 12:42:52.093320,42,maldonadojohn,Marketing,4,functions-of-137,Functions,Read,True,False,
2025-04-29 10:49:52.093320,25,marshallkyle,Marketing,1,functions-particular-583,Functions,Read,True,False,
2025-04-29 17:58:52.093320,13,amysandoval,Finance,92,functions-process-289,Functions,Update,True,False,
2025-04-29 17:28:52.093320,23,garrettchristine,Marketing,85,appservice-child-158,AppService,Create,True,False,
2025-04-29 18:08:52.093320,41,sandrawatkins,Marketing,65,appservice-even-545,AppService,Delete,True,False,
2025-04-29 09:14:52.093320,11,emilysnyder,Engineering,44,appservice-major-808,AppService,Delete,True,False,
2025-04-29 12:22:52.093320,1,slawrence,Sales,86,database-article-540,Database,Create,True,False,
2025-04-29 14:21:52.093320,46,rvalencia,Engineering,32,database-end-975,Database,Read,True,False,
2025-04-29 13:13:52.093320,27,josephspears,Marketing,4,functions-of-137,Functions,Update,True,False,
2025-04-29 12:04:52.093320,6,brivera,Sales,47,functions-possible-101,Functions,Create,True,False,
2025-04-29 12:58:52.093320,17,emolina,Marketing,93,functions-mother-995,Functions,Read,True,False,
2025-04-29 17:05:52.093320,5,christopher97,Finance,50,functions-attorney-835,Functions,Delete,True,False,
2025-04-29 09:40:52.093320,40,amyterry,Marketing,13,database-meeting-438,Database,Read,True,False,
2025-04-29 11:05:52.093320,10,xswanson,Engineering,84,storage-hear-679,Storage,Delete,True,False,
2025-04-29 15:08:52.093320,35,darrell56,Sales,61,functions-per-602,Functions,Read,True,False,
2025-04-29 20:12:52.093320,6,brivera,Sales,67,functions-drive-59,Functions,Create,True,False,
2025-04-29 14:14:52.093320,3,carrie28,Engineering,20,storage-they-816,Storage,Delete,True,False,
2025-04-29 14:38:52.093320,35,darrell56,Sales,85,appservice-child-158,AppService,Delete,False,False,
2025-04-29 09:21:52.093320,1,slawrence,Sales,45,database-so-93,Database,Read,True,False,
2025-04-29 06:42:52.093320,0,conniegreer,IT,50,functions-attorney-835,Functions,Create,True,False,
2025-04-29 12:23:52.093320,14,sandrawright,Finance,89,vm-hundred-61,VM,Update,True,False,
2025-04-29 06:14:52.093320,25,marshallkyle,Marketing,31,vm-star-138,VM,Read,True,False,
2025-04-29 14:49:52.093320,0,conniegreer,IT,55,appservice-military-199,AppService,Read,True,False,
2025-04-29 11:09:52.093320,38,johnproctor,Marketing,74,storage-cause-30,Storage,Read,True,False,
2025-04-29 17:53:52.093320,6,brivera,Sales,1,functions-particular-583,Functions,Read,True,False,
2025-04-29 16:59:52.093320,48,kgordon,Engineering,40,functions-month-481,Functions,Update,True,False,
2025-04-29 09:20:52.093320,17,emolina,Marketing,58,functions-central-514,Functions,Read,True,False,
2025-04-29 12:42:52.093320,4,stephencruz,Marketing,17,appservice-forget-876,AppService,Update,True,False,
2025-04-29 11:50:52.093320,17,emolina,Marketing,90,storage-north-682,Storage,Update,True,False,
2025-04-29 13:54:52.093320,27,josephspears,Marketing,6,appservice-state-697,AppService,Update,True,False,
2025-04-29 17:23:52.093320,8,emily25,IT,87,vm-consumer-532,VM,Create,True,False,
2025-04-29 15:36:52.093320,46,rvalencia,Engineering,48,database-wall-832,Database,Create,True,False,
2025-04-29 09:18:52.093320,32,rodrigueznatalie,Sales,23,functions-PM-360,Functions,Update,True,False,
2025-04-29 12:27:52.093320,5,christopher97,Finance,73,vm-billion-858,VM,Read,True,False,
2025-04-29 10:01:52.093320,19,karensavage,IT,34,appservice-yet-402,AppService,Create,True,False,
2025-04-29 12:12:52.093320,5,christopher97,Finance,26,functions-finally-191,Functions,Create,True,False,
2025-04-29 23:17:52.093320,33,taylorwhite,Finance,98,functions-thought-390,Functions,Update,True,False,
2025-04-29 10:56:52.093320,7,owenskimberly,Engineering,14,appservice-establish-158,AppService,Create,True,False,
2025-04-29 14:41:52.093320,12,zmendoza,Marketing,44,appservice-major-808,AppService,Delete,True,False,
2025-04-29 15:25:52.093320,6,brivera,Sales,95,database-ten-199,Database,Create,True,False,
2025-04-29 14:24:52.093320,23,garrettchristine,Marketing,68,functions-direction-809,Functions,Create,True,False,
2025-04-29 11:37:52.093320,8,emily25,IT,94,storage-work-59,Storage,Read,False,False,
2025-04-29 15:53:52.093320,4,stephencruz,Marketing,99,functions-fill-703,Functions,Delete,True,False,
2025-04-29 10:44:52.093320,39,znorton,Finance,29,vm-person-678,VM,Update,True,False,
2025-04-29 22:58:52.093320,37,robertmaxwell,IT,26,functions-finally-191,Functions,Delete,True,False,
2025-04-29 11:07:52.093320,17,emolina,Marketing,93,functions-mother-995,Functions,Create,True,False,
2025-04-29 11:54:52.093320,29,staceyyang,Engineering,55,appservice-military-199,AppService,Delete,True,False,
2025-04-29 16:50:52.093320,24,shortmelissa,Marketing,8,database-wonder-917,Database,Read,True,False,
2025-04-29 15:12:52.093320,18,briannafox,Engineering,60,appservice-another-267,AppService,Create,True,False,
2025-04-29 14:20:52.093320,4,stephencruz,Marketing,12,vm-like-137,VM,Read,True,False,
2025-04-29 02:21:52.093320,29,staceyyang,Engineering,20,storage-they-816,Storage,Delete,True,False,
2025-04-29 12:07:52.093320,34,mayoderrick,Sales,76,appservice-surface-710,AppService,Update,True,False,
2025-04-29 06:52:52.093320,12,zmendoza,Marketing,73,vm-billion-858,VM,Read,True,False,
2025-04-29 15:12:52.093320,45,martinezalyssa,Finance,87,vm-consumer-532,VM,Update,True,False,
2025-04-29 11:05:52.093320,12,zmendoza,Marketing,77,appservice-plant-121,AppService,Read,True,False,
2025-04-29 04:07:52.093320,45,martinezalyssa,Finance,69,appservice-seven-327,AppService,Delete,True,False,
2025-04-29 17:05:52.093320,6,brivera,Sales,94,storage-work-59,Storage,Create,False,False,
2025-04-29 10:20:52.093320,13,amysandoval,Finance,16,functions-stock-550,Functions,Create,True,False,
2025-04-29 03:06:52.093320,20,williamwoods,IT,74,storage-cause-30,Storage,Create,True,False,
2025-04-29 15:01:52.093320,32,rodrigueznatalie,Sales,35,functions-project-884,Functions,Create,True,False,
2025-04-29 17:59:52.093320,12,zmendoza,Marketing,85,appservice-child-158,AppService,Create,True,False,
2025-04-29 09:05:52.093320,11,emilysnyder,Engineering,16,functions-stock-550,Functions,Update,True,False,
2025-04-29 02:30:52.093320,29,staceyyang,Engineering,80,vm-figure-753,VM,Delete,True,False,
2025-04-29 10:38:52.093320,42,maldonadojohn,Marketing,24,vm-charge-568,VM,Delete,True,False,
2025-04-29 22:52:52.093320,49,alexanderdaugherty,IT,97,storage-material-269,Storage,Read,True,False,
2025-04-29 13:03:52.093320,16,kennedysamantha,IT,12,vm-like-137,VM,Update,True,False,
2025-04-29 17:00:52.093320,14,sandrawright,Finance,91,functions-institution-261,Functions,Create,True,False,
2025-04-29 14:28:52.093320,31,merrittjoseph,Marketing,91,functions-institution-261,Functions,Delete,True,False,
2025-04-29 13:50:52.093320,25,marshallkyle,Marketing,19,storage-yeah-751,Storage,Update,True,False,
2025-04-29 14:27:52.093320,44,nicholasbartlett,Finance,35,functions-project-884,Functions,Delete,True,False,
2025-04-29 09:50:52.093320,20,williamwoods,IT,45,database-so-93,Database,Create,True,False,
2025-04-29 17:12:52.093320,4,stephencruz,Marketing,36,storage-large-638,Storage,Read,True,False,
2025-04-29 12:53:52.093320,8,emily25,IT,29,vm-person-678,VM,Update,True,False,
2025-04-29 12:52:52.093320,44,nicholasbartlett,Finance,61,functions-per-602,Functions,Delete,True,False,
2025-04-29 09:04:52.093320,36,qthomas,Sales,88,storage-direction-172,Storage,Read,True,False,
2025-04-29 12:45:52.093320,23,garrettchristine,Marketing,22,vm-face-176,VM,Update,True,False,
2025-04-29 13:41:52.093320,40,amyterry,Marketing,80,vm-figure-753,VM,Delete,True,False,
2025-04-29 12:37:52.093320,3,carrie28,Engineering,15,database-environmental-36,Database,Update,True,False,
2025-04-29 17:35:52.093320,23,garrettchristine,Marketing,4,functions-of-137,Functions,Create,True,False,
2025-04-29 09:13:52.093320,40,amyterry,Marketing,11,vm-charge-435,VM,Create,True,False,
2025-04-29 05:05:52.093320,49,alexanderdaugherty,IT,94,storage-work-59,Storage,Delete,True,False,
2025-04-29 13:17:52.093320,2,jamiecarr,Sales,84,storage-hear-679,Storage,Create,True,False,
2025-04-29 05:52:52.093320,42,maldonadojohn,Marketing,44,appservice-major-808,AppService,Read,True,False,
2025-04-29 14:11:52.093320,15,millerjessica,Finance,83,storage-give-421,Storage,Delete,True,False,
2025-04-29 05:07:52.093320,27,josephspears,Marketing,17,appservice-forget-876,AppService,Update,True,False,
2025-04-29 12:00:52.093320,29,staceyyang,Engineering,38,storage-cold-627,Storage,Delete,True,False,
2025-04-29 21:59:52.093320,12,zmendoza,Marketing,13,database-meeting-438,Database,Read,True,False,
2025-04-29 13:33:52.093320,7,owenskimberly,Engineering,94,storage-work-59,Storage,Read,True,False,
2025-04-29 10:43:52.093320,7,owenskimberly,Engineering,41,storage-from-896,Storage,Update,True,False,
2025-04-29 12:25:52.093320,18,briannafox,Engineering,36,storage-large-638,Storage,Read,True,False,
2025-04-29 19:05:52.093320,21,richard80,Sales,82,functions-organization-844,Functions,Create,True,False,
2025-04-29 11:52:52.093320,31,merrittjoseph,Marketing,54,vm-behavior-399,VM,Create,True,False,
2025-04-29 17:29:52.093320,44,nicholasbartlett,Finance,56,database-pull-702,Database,Delete,True,False,
2025-04-29 04:32:52.093320,25,marshallkyle,Marketing,62,database-factor-284,Database,Create,True,False,
2025-04-29 17:49:52.093320,39,znorton,Finance,6,appservice-state-697,AppService,Create,True,False,
2025-04-29 14:35:52.093320,32,rodrigueznatalie,Sales,24,vm-charge-568,VM,Delete,True,False,
2025-04-29 11:42:52.093320,4,stephencruz,Marketing,88,storage-direction-172,Storage,Read,True,False,
2025-04-29 14:55:52.093320,14,sandrawright,Finance,3,storage-officer-499,Storage,Create,True,False,
2025-04-29 22:39:52.093320,32,rodrigueznatalie,Sales,18,functions-money-576,Functions,Read,True,False,
2025-04-29 13:39:52.093320,4,stephencruz,Marketing,75,vm-sport-20,VM,Read,True,False,
2025-04-29 11:07:52.093320,4,stephencruz,Marketing,43,functions-employee-459,Functions,Update,True,False,
2025-04-29 09:10:52.093320,23,garrettchristine,Marketing,36,storage-large-638,Storage,Read,True,False,
2025-04-29 13:25:52.093320,16,kennedysamantha,IT,86,database-article-540,Database,Update,True,False,
2025-04-29 12:34:52.093320,17,emolina,Marketing,52,storage-blue-962,Storage,Delete,True,False,
2025-04-29 14:14:52.093320,20,williamwoods,IT,82,functions-organization-844,Functions,Delete,True,False,
